palabra_A,palabra_B,vector_inicial_hash,trayectoria,palabra_final_mas_cercana,distancia_geometrica,tipo_resultado
agasajarais,cuneariais,829bc62d,829bc62d..0abbb89f,anticatodo,0.5424,nuevo_atractor
reflectaran,rival,f519aeb4,f519aeb4..f37ca31f,secrestador,1.2590,nuevo_atractor
españolearias,opilabais,9811d3f3,9811d3f3..e24d9b77,solistas,1.0295,nuevo_atractor
ejercito,endamaran,532ea9f4,532ea9f4..3fd1b3c7,adonizais,0.5889,nuevo_atractor
cañifla,atarrajases,19d4c5fc,19d4c5fc..b448ffcb,contentura,1.1478,nuevo_atractor
empingorotais,desordenases,4d989b74,4d989b74..22c0929e,arepitas,0.5838,nuevo_atractor
aruñas,marmullar,3ac0c491,3ac0c491..0289c5e5,regularizaramos,0.4229,nuevo_atractor
laceabas,encimando,1c9a5adc,1c9a5adc..841d955b,cobrados,0.3785,nuevo_atractor
varaseto,esturgases,b5faeb75,b5faeb75..b57c7961,irrespeto,1.6019,nuevo_atractor
trastejaseis,embrazaria,54901fbf,54901fbf..0f892a29,barroquizantes,0.5455,nuevo_atractor
traumatizarian,ampayados,4acd08e7,4acd08e7..03066eda,aguachabas,0.7155,nuevo_atractor
restañaba,enristre,a0c31f06,a0c31f06..054f7194,incontroladas,1.5417,nuevo_atractor
repantinguemos,relajeabas,6a6aca22,6a6aca22..3840aa7c,desflecabas,1.7275,nuevo_atractor
fraternizabamos,arisquee,7b8c9361,7b8c9361..d0a1d999,urbanisticos,2.1029,nuevo_atractor
lenificaramos,desconecten,b2cc60bf,b2cc60bf..bb93bfda,marmulle,1.4503,nuevo_atractor
fatigaciones,jonica,21c3a551,21c3a551..66c979bd,bachillerean,0.5876,nuevo_atractor
desemborrachemos,rabiatares,617fbf40,617fbf40..42b76bc0,relataren,0.9184,nuevo_atractor
cazorria,arborizase,79a7bc9d,79a7bc9d..33ba493c,fletachareis,0.7338,nuevo_atractor
vivificabamos,franqueada,4c16f42e,4c16f42e..0aa8ff3f,cobrados,0.9377,nuevo_atractor
befaria,entundarias,485204e8,485204e8..bf4c5af8,aspaventa,1.3313,nuevo_atractor
eliminados,visorrey,51e631f2,51e631f2..420b2f96,encunetaban,0.8744,nuevo_atractor
entrencaran,bocezara,5bac8397,5bac8397..66319f91,disformaba,0.8315,nuevo_atractor
noyos,desenchufare,0b89a9c2,0b89a9c2..2862e1e1,trasvasabais,1.2893,nuevo_atractor
ejemplificaseis,despancije,1bc21c5a,1bc21c5a..00ff3290,combatais,1.1661,nuevo_atractor
sembradios,undivagas,8cdeef06,8cdeef06..485a6c87,atauques,0.4052,nuevo_atractor
espadañemos,empapuzan,e51eec76,e51eec76..4ffb2441,somorgujarais,1.0928,nuevo_atractor
flexionaras,acribillabais,62f31ada,62f31ada..d784bac0,sobijasemos,0.6383,nuevo_atractor
exacerbarias,agasajador,36a7caf7,36a7caf7..5a6a3ec8,regularizaramos,0.4413,nuevo_atractor
contrapuntado,baldonariais,638bc170,638bc170..b5a3da51,aconteceres,1.1524,nuevo_atractor
inscribimos,mocovies,d71e8635,d71e8635..9882f11e,despidieron,0.6426,nuevo_atractor
racimosas,farisaicamente,3ed4fab7,3ed4fab7..a6b30448,abretonasemos,1.4531,nuevo_atractor
aplacados,estandarizado,bd712292,bd712292..b18c3e19,empestillar,0.7708,nuevo_atractor
allegaras,lagrimeando,5e772275,5e772275..01e9dea5,prospectasteis,0.5817,nuevo_atractor
badea,santafecino,bece06c7,bece06c7..5e5c54f8,gandujada,1.7127,nuevo_atractor
afamarais,desquejadas,3adcb481,3adcb481..9ac72753,adonizais,1.5385,nuevo_atractor
porquetas,floreamos,314eaba8,314eaba8..28f3cff9,eucariotas,0.5499,nuevo_atractor
velicasen,racimadas,105617ca,105617ca..93095d19,bagar,0.9438,nuevo_atractor
balastarian,descomulgaria,d8edc848,d8edc848..1abc1277,atinconen,1.8016,nuevo_atractor
trajea,herreteasteis,d8ff3c47,d8ff3c47..4f064fb9,morceñas,0.9774,nuevo_atractor
lambion,repucheis,26fe9476,26fe9476..913c4f2f,tapiar,0.7923,nuevo_atractor
architriclino,afalagabais,ec4d707a,ec4d707a..1e7296ec,habrias,1.3531,nuevo_atractor
embabucariamos,acototabas,9bac4f60,9bac4f60..b9893b72,aricareis,1.3139,nuevo_atractor
samurrando,alegras,5fb5f45a,5fb5f45a..48964bef,disformaba,2.3724,nuevo_atractor
encomence,elogiados,e9d8512c,e9d8512c..0d897869,encizañaron,1.1233,nuevo_atractor
alforjeras,exagitada,6a632eb2,6a632eb2..9f722c66,asareasemos,0.5636,nuevo_atractor
portorriqueña,achispara,8b25618e,8b25618e..dd349f36,temera,0.9676,nuevo_atractor
achajuanabamos,rastrais,4e61a83f,4e61a83f..ae560c92,trocas,0.8708,nuevo_atractor
esquilaran,exageraran,834296b8,834296b8..84b41ac6,supresiones,1.9212,nuevo_atractor
resabiamos,bravosias,f87a4628,f87a4628..8c7f7815,paganizad,0.7222,nuevo_atractor
constases,legradas,a4f86295,a4f86295..2465a37d,embotijasteis,0.4201,nuevo_atractor
ministrantes,suberifiquemos,c6753a7c,c6753a7c..f536925e,pitorrea,0.9468,nuevo_atractor
azoadas,sollamasteis,9c8034be,9c8034be..4fac7e93,hurtamos,1.5572,nuevo_atractor
pesetero,groeras,3f056cc4,3f056cc4..d968fb9a,desarbolaba,0.6873,nuevo_atractor
despalillaras,merquen,395ccbf0,395ccbf0..6fab98a4,sesgais,1.2339,nuevo_atractor
enmallariais,golosmear,4b1dc6af,4b1dc6af..f91b06d4,inmutaria,0.5589,nuevo_atractor
cenarian,escagarruzasteis,1838d43c,1838d43c..b94a2db7,balastaras,1.3487,nuevo_atractor
rusticaria,huleis,cbf607ad,cbf607ad..00314db2,supervino,2.1798,nuevo_atractor
chaflanase,escabullarais,c0bdca85,c0bdca85..9caa46e7,matizada,1.5081,nuevo_atractor
catequizaria,desembojasteis,1bb772d2,1bb772d2..fdc34011,acentuarais,0.4649,nuevo_atractor
embalaban,gratinasteis,7066ebec,7066ebec..e51a54a0,arietan,0.6213,nuevo_atractor
duendo,fertilizasemos,35a8294a,35a8294a..5a8d3dca,cafeteasemos,0.6582,nuevo_atractor
rojizas,encasquillabais,5bcdeb00,5bcdeb00..edb22f0a,habrias,0.5958,nuevo_atractor
descuadrilladas,guajaca,3e0307bc,3e0307bc..2f69427c,abulon,1.5403,nuevo_atractor
desparrancaba,avistaremos,0a23c914,0a23c914..dbefbe98,radiotelegrafio,0.7748,nuevo_atractor
vasa,porfiaba,d1705187,d1705187..7fdfcf77,picaramente,1.3048,nuevo_atractor
relampaguea,enchuchareis,6b7ba01f,6b7ba01f..27a9a307,trocas,1.5917,nuevo_atractor
bembo,descalifican,12b9af2b,12b9af2b..a79b46b8,mujereabas,0.7215,nuevo_atractor
atarearias,centonares,8aaaa5b6,8aaaa5b6..ebd3cef4,solistas,0.8079,nuevo_atractor
melancolizo,cofanes,4ed47fcd,4ed47fcd..fee63fab,cosmodromos,1.5939,nuevo_atractor
butacas,vituperadoras,7ee5db70,7ee5db70..cdd3d35d,adonizais,0.6649,nuevo_atractor
sollispaban,profaces,162d6098,162d6098..6a47dfc1,tiroteares,0.8046,nuevo_atractor
aparcando,enquillotrasteis,f09a7fa0,f09a7fa0..17870266,mujereabas,0.7035,nuevo_atractor
arborizar,engrieres,13d6d393,13d6d393..74b1b77a,emanado,0.6394,nuevo_atractor
jazmines,despasasen,6fbb0ec8,6fbb0ec8..5aa6c5e3,avilantaseis,1.2078,nuevo_atractor
alfeizar,yodes,719aaa56,719aaa56..a5c0a442,fletachareis,1.2129,nuevo_atractor
remudaras,preteriamos,468d9af5,468d9af5..b28da7a4,entolados,0.6194,nuevo_atractor
fecundizaste,eclipsase,9a8f4650,9a8f4650..f8ef0640,cremaba,1.8751,nuevo_atractor
enronqueceremos,fosfatico,41f1a290,41f1a290..30176462,encarcerar,0.6651,nuevo_atractor
mistasemos,asfodelos,e6d6bf66,e6d6bf66..6f3607d3,aromarais,0.3946,nuevo_atractor
catapultaremos,personaste,9e784bf8,9e784bf8..a0f71ba2,incautasteis,1.8227,nuevo_atractor
desazogaba,sumaras,a60c8d0a,a60c8d0a..40fbdf5e,latiguead,0.4561,nuevo_atractor
panuchera,monitorizareis,19863c52,19863c52..df530bcb,aspillas,1.1368,nuevo_atractor
alaciaran,relambida,0c54ba30,0c54ba30..ffa2ee66,abulon,1.2397,nuevo_atractor
leontinas,contraerian,8b8c5378,8b8c5378..14b12a6a,sancionadas,1.3063,nuevo_atractor
surgirias,asarea,0f737d71,0f737d71..4123d56c,imposibilitando,1.4368,nuevo_atractor
erupcionaba,bipartido,8efb1459,8efb1459..cc2ef731,albuminariais,1.0409,nuevo_atractor
credenciales,embrochalariamos,d8a51d5f,d8a51d5f..0e69c8a0,avilantaseis,1.6862,nuevo_atractor
sondees,antitoxina,30539940,30539940..5e62ef0a,aplastante,0.7934,nuevo_atractor
chinglariamos,cajamarquinos,26fbbf6f,26fbbf6f..ab4ddef7,cobrados,0.9258,nuevo_atractor
facilitaria,quevedescas,b69b4520,b69b4520..f3cc3abe,empaquen,0.8638,nuevo_atractor
donosa,anarquizante,4468c005,4468c005..3e23ab31,amurcaren,0.6289,nuevo_atractor
cancerianas,mamadoras,b12a0909,b12a0909..061babf0,alebresteis,0.8384,nuevo_atractor
cedaceasen,decalcificacion,b0fa4587,b0fa4587..e97e714c,farmacologia,1.0616,nuevo_atractor
pasee,climatizasemos,bbd56248,bbd56248..f43788eb,encodillares,1.7446,nuevo_atractor
aterronamos,aquejemos,5991a193,5991a193..8c1b868a,sesgais,1.2203,nuevo_atractor
querochado,fisionaran,293310a9,293310a9..6db0f998,encaballando,2.8079,nuevo_atractor
cizallaria,actualizaren,94435bfc,94435bfc..ab36feb2,tonteares,1.3055,nuevo_atractor
cizañeadas,acorra,8abe6804,8abe6804..40a0bfc1,pizcasemos,1.4632,nuevo_atractor
convenciais,trasuntariamos,922a934b,922a934b..56687b54,enladrillaran,0.6568,nuevo_atractor
pervulgadas,armifera,e7a3ab58,e7a3ab58..59e1db36,valsando,0.6802,nuevo_atractor
aba,desbarrancaba,2490f2a3,2490f2a3..5873dc96,sucos,0.8640,nuevo_atractor
patrañera,impostaremos,332d551f,332d551f..969e301e,avanezco,0.8146,nuevo_atractor
desencordelases,crecimiento,51a30135,51a30135..0357d246,abanada,0.7687,nuevo_atractor
cimblariais,acervad,eb403e4b,eb403e4b..22424c78,esdrujulizada,1.9167,nuevo_atractor
aherrumbrados,lipudo,6921148f,6921148f..8cefe0de,cobrados,0.7599,nuevo_atractor
contramataren,molotov,a5b70cc9,a5b70cc9..3991e24e,trasvertido,0.6653,nuevo_atractor
fajilla,aconsejarais,2c36da16,2c36da16..a27979c2,sobresaliente,1.3882,nuevo_atractor
encañonad,gallarones,2416a53e,2416a53e..9d95aac7,gencianaceo,0.6293,nuevo_atractor
traspiraren,incensando,8d95aca1,8d95aca1..8e4e4f0c,discernais,0.6610,nuevo_atractor
enzoquetais,transustancia,aeaf296d,aeaf296d..cb1d5472,desarbolaba,0.8241,nuevo_atractor
encogollamos,clorurases,c3bffb10,c3bffb10..ee6629e1,paganizad,1.3795,nuevo_atractor
ayudante,escalofriasemos,ff4288cb,ff4288cb..661b8e4f,ciegue,0.9972,nuevo_atractor
contraponen,sorprendiere,d281d68f,d281d68f..fc09631c,adonizais,0.9652,nuevo_atractor
taxodiacea,angustiaba,e7a42e60,e7a42e60..7ea2e232,engredaren,1.1133,nuevo_atractor
adjetivas,rezandera,b059c9e5,b059c9e5..73c70c48,esdrujulizada,0.5914,nuevo_atractor
robotizabas,subalveas,3306285e,3306285e..d664cd23,jabalonada,0.9514,nuevo_atractor
oleicultora,desbullasteis,d0e16c33,d0e16c33..e651fe87,friccionare,1.5775,nuevo_atractor
toleteo,perniquebreis,be0c683c,be0c683c..9158813c,barateen,0.6749,nuevo_atractor
zunchamos,charrasqueasen,afb4c847,afb4c847..fc45591e,infartaren,1.4752,nuevo_atractor
lamiais,acortejaremos,aeac67a6,aeac67a6..f9dd2bff,desbasta,0.8574,nuevo_atractor
empezasemos,espingarda,b20342bc,b20342bc..e24b108f,americaniza,0.3596,nuevo_atractor
aniñeis,huchear,07c8ddf3,07c8ddf3..3ae1c1a8,guardapelos,1.7973,nuevo_atractor
calibrabais,zalearamos,c7ff55a7,c7ff55a7..d0318d7f,adonizais,0.8132,nuevo_atractor
fifamos,revoloteaba,745b1cbd,745b1cbd..86f568dd,aspaventa,1.2148,nuevo_atractor
invita,rehirieres,4fd57b8d,4fd57b8d..9e0d1682,puparemos,0.9319,nuevo_atractor
narrares,hurgarias,1d6436f8,1d6436f8..918e0544,controvirtio,1.1787,nuevo_atractor
aborronemos,ringa,0f018c6c,0f018c6c..34cd2c56,encontraste,1.0553,nuevo_atractor
fosare,cimbreantes,d8573c04,d8573c04..decfdd2c,tonteares,1.1945,nuevo_atractor
magujo,esfoyasteis,0acd56a2,0acd56a2..5814a332,vatidico,1.6659,nuevo_atractor
conservadurismo,enllocara,aa02de68,aa02de68..38400025,aparejaren,0.7776,nuevo_atractor
preexistentes,ambigua,ec2f3564,ec2f3564..cebd1fae,sucos,0.7579,nuevo_atractor
avade,sistematizare,fdca7657,fdca7657..ede83718,mordaceara,0.6030,nuevo_atractor
depauperacion,alecciones,f575753d,f575753d..f05fd17a,sancionadas,1.0662,nuevo_atractor
cantuseemos,bravocean,57afdd94,57afdd94..b224c822,refractaramos,1.6194,nuevo_atractor
acezamos,destorgasen,3be29c19,3be29c19..098ef950,locos,1.6826,nuevo_atractor
matriculabamos,gabitas,3f0be4e5,3f0be4e5..28310dfc,chismoseare,0.5552,nuevo_atractor
reexpedir,entreunteis,0fcfd36f,0fcfd36f..6a3c18e2,toalleros,0.9311,nuevo_atractor
mercadeais,balanceador,e893ad99,e893ad99..2c9fd8c9,perfundian,0.9788,nuevo_atractor
reincorporarais,bordada,83663f8a,83663f8a..28dfce16,secrestador,0.8579,nuevo_atractor
amadrinase,arrebolla,253090e3,253090e3..f21048a3,videograban,0.9691,nuevo_atractor
hendir,destrozada,7460f28e,7460f28e..c0beb9ef,reenviais,1.7378,nuevo_atractor
desalababas,inauguradoras,ea01cf1e,ea01cf1e..8e738355,desaprensarian,0.6893,nuevo_atractor
desdramatizan,agradecimientos,c0b8c806,c0b8c806..a335faf5,empobrecieremos,0.6966,nuevo_atractor
lodra,besuqueaban,dc0e4ed5,dc0e4ed5..d7bb709a,acensuaran,1.3487,nuevo_atractor
retiñeremos,gruyeseis,7ae3ee10,7ae3ee10..b3d200f8,eucariotas,1.3241,nuevo_atractor
embrisando,zambucasemos,698adf4f,698adf4f..593bce8b,agalerados,0.6440,nuevo_atractor
picasteis,fretaramos,17fa3849,17fa3849..15414ed7,antelacion,1.6116,nuevo_atractor
pegadizas,abejead,05671deb,05671deb..ee4426fb,celemineaseis,1.5566,nuevo_atractor
escaloñas,atibaremos,170b2502,170b2502..bedfc506,explayo,1.0034,nuevo_atractor
mansurronearan,aislada,25c128a1,25c128a1..a9dcb03f,orifiques,0.6445,nuevo_atractor
quirografarias,descombrares,b86e26a2,b86e26a2..b28a70f5,aparean,1.3273,nuevo_atractor
cervatillos,incriminareis,7f2ff472,7f2ff472..c4c7c21c,renacieran,1.3993,nuevo_atractor
depredaria,fibrila,94ae671c,94ae671c..6170e6eb,encalichamos,0.9756,nuevo_atractor
amorriñarian,bataneaban,27b39b05,27b39b05..ac71fc8e,piojento,0.7004,nuevo_atractor
juradoras,rebanaron,f8e1e1f0,f8e1e1f0..cedbd88f,garrapateabais,0.6736,nuevo_atractor
gravariamos,frezarian,a00a4e7a,a00a4e7a..f03f11ca,cavernosa,1.0890,nuevo_atractor
aleccionaran,arramblad,2180bd0a,2180bd0a..91b68e43,amordazaremos,0.6225,nuevo_atractor
embarradura,enderechares,ba8c6ee2,ba8c6ee2..767c2bf2,desentejabamos,0.7804,nuevo_atractor
temperarias,picnica,08d245e2,08d245e2..bed0f08e,regularizaramos,1.2934,nuevo_atractor
apuntare,almohazad,59815702,59815702..4ef60278,hidrargiros,0.8614,nuevo_atractor
intentas,reposiciones,692ecff8,692ecff8..1a6f2dbf,abanada,0.6633,nuevo_atractor
salificase,saleguemos,b494241c,b494241c..5fae014c,mordaceara,0.6003,nuevo_atractor
describiamos,titeareis,b215ec6c,b215ec6c..4f1e5ba9,desbasta,0.6895,nuevo_atractor
criminalice,perreda,2bfd81aa,2bfd81aa..715f3978,diptongada,0.8611,nuevo_atractor
admitia,picardeaba,fe4e8016,fe4e8016..5eda4511,brecemos,1.6073,nuevo_atractor
bacheada,ensalitraren,84e6f2da,84e6f2da..3e8c253d,controvirtio,1.4281,nuevo_atractor
fuentada,emplumecemos,cab5c1b0,cab5c1b0..6a689540,tapiar,0.6908,nuevo_atractor
empapabamos,talionada,78b33b82,78b33b82..079dfcb0,tapiar,1.4266,nuevo_atractor
acopando,deslustreis,9c3e0893,9c3e0893..88321ae7,habrias,0.5457,nuevo_atractor
enmendarias,aspaventada,53cc1446,53cc1446..096c8c2e,contramallemos,1.2112,nuevo_atractor
pesaramos,pitecantropo,a5b6ad8f,a5b6ad8f..99af233a,encunetaban,0.6931,nuevo_atractor
amenorgaseis,almohadillados,62265f84,62265f84..71bd318d,engruesas,1.5112,nuevo_atractor
albercoque,global,722a471f,722a471f..078f8540,encelareis,1.1684,nuevo_atractor
afielasen,protestativos,06b5f0d0,06b5f0d0..94de0f5b,trompetearia,0.9490,nuevo_atractor
exploren,rojura,797108db,797108db..4c4440c8,decelerabamos,0.7836,nuevo_atractor
bactrianas,corcovara,f6f9426e,f6f9426e..42c54fcc,catapultare,0.9923,nuevo_atractor
arpegiamos,endentecen,5d194a0c,5d194a0c..4685cb98,desposeyeseis,1.4229,nuevo_atractor
deshojara,fotografa,8b834118,8b834118..d1765503,tumultuaren,1.2585,nuevo_atractor
requebraban,cultuales,5a845ec9,5a845ec9..ccddb541,deleznara,0.8177,nuevo_atractor
deshornados,compadrabas,de4d2407,de4d2407..114209d8,avanezco,1.1829,nuevo_atractor
estan,psicogenas,e456fbed,e456fbed..e87dfd1b,guagatearemos,0.6788,nuevo_atractor
verseabas,desencarece,dc94ed43,dc94ed43..ce512af2,bandereasteis,0.7296,nuevo_atractor
azotadores,calienten,888c4ef5,888c4ef5..07d3407f,cafeteasemos,0.6419,nuevo_atractor
encohetarais,aliende,d00b6327,d00b6327..2eedf516,acentuarais,0.8654,nuevo_atractor
instas,sofrenas,8356bab6,8356bab6..b9e06b31,colicueciera,1.2737,nuevo_atractor
cachazudas,cloteamos,52e90356,52e90356..9e101c59,botaneares,0.8223,nuevo_atractor
endientan,atablasen,9e00069e,9e00069e..6b32dfe3,irrespeto,0.8955,nuevo_atractor
alanceabais,enfervorizases,e1bc449a,e1bc449a..e7e2ec1d,volteada,1.1066,nuevo_atractor
mangoneaste,chafallases,105c1d74,105c1d74..f6f01c63,acensemos,0.8368,nuevo_atractor
margaba,ajiacos,cfb7ec4b,cfb7ec4b..ad8a7013,aromarais,0.4444,nuevo_atractor
afilamos,engalgan,7d1f2b68,7d1f2b68..ea85b22f,acensemos,1.0129,nuevo_atractor
desestimatoria,titubaste,d87810ed,d87810ed..fbbdfd57,inmutaria,0.5681,nuevo_atractor
reelijas,abisagrad,b87b27f4,b87b27f4..fb510ce1,sobresaliente,0.9114,nuevo_atractor
hornagueareis,conectes,2da8ab36,2da8ab36..8ea64e7b,vireo,1.9044,nuevo_atractor
desgrasase,polleaban,922c601b,922c601b..3e806a65,botaneares,0.7216,nuevo_atractor
atangayamos,meteoritica,e7dceccb,e7dceccb..a4de8615,ejercitado,0.9800,nuevo_atractor
reemprenderia,chicanos,34dbffdb,34dbffdb..88fc991c,aricareis,1.1038,nuevo_atractor
sucumbirian,inmaterialidad,d63ab748,d63ab748..b60d5c92,amordazaremos,0.6945,nuevo_atractor
desagotarian,radioscopico,af010caa,af010caa..7f48659e,encunetaban,1.3248,nuevo_atractor
desarrollista,apozolaria,1c7d8ffb,1c7d8ffb..b867b7e3,puristas,1.5335,nuevo_atractor
musicalizarian,mohecen,7b745cf9,7b745cf9..f7567a0d,desconsolara,0.5451,nuevo_atractor
fisgador,atrapad,6d962f5b,6d962f5b..1b732019,fatalicemos,1.6216,nuevo_atractor
castellanas,reprimiesemos,95c4ef22,95c4ef22..5cf460a6,bizqueado,1.4554,nuevo_atractor
detonamos,reconsiderar,da023a53,da023a53..ff6b8ae7,desenlodaren,0.7411,nuevo_atractor
dedicadas,peñasqueando,ecfef2c1,ecfef2c1..3dde40e3,exceptuando,0.7353,nuevo_atractor
semillaras,relimase,623ff278,623ff278..044beec6,escarraman,1.7717,nuevo_atractor
bermejo,narcotizaras,6d5b14f0,6d5b14f0..a6140d6e,denigres,1.1795,nuevo_atractor
quejumbraramos,engarbada,2b81e99a,2b81e99a..a9748f2a,epitomadora,1.1961,nuevo_atractor
bendeciais,capilleres,26c82650,26c82650..6435fe24,supervino,2.3560,nuevo_atractor
segueteaba,diplomases,88514558,88514558..dfd418f8,eucariotas,0.7621,nuevo_atractor
encarrujan,jironadas,9d8f6d50,9d8f6d50..4d8d9f09,embotaduras,0.7043,nuevo_atractor
conduchase,declarais,dad0ef50,dad0ef50..08ed50d9,deslavazabas,0.7426,nuevo_atractor
restriñesen,singularizaste,e1bea684,e1bea684..9d49ae65,extemporales,0.5249,nuevo_atractor
engalgasemos,atristarais,2c9df401,2c9df401..f0bd88bd,desvincula,1.2403,nuevo_atractor
ensalitrariais,galeotas,b7d189e8,b7d189e8..c9a5d53e,acordemente,0.6102,nuevo_atractor
chuicos,confabulara,91c9094e,91c9094e..44bcfd5c,relinchasemos,0.8078,nuevo_atractor
enturbiaban,ofendieseis,40df96b9,40df96b9..269befc6,secad,0.5208,nuevo_atractor
achichiguare,desliendre,c088fab3,c088fab3..1bb605e3,debrocaron,0.7377,nuevo_atractor
desabrigos,disienten,abdc45f9,abdc45f9..30bc2f67,volteada,0.7430,nuevo_atractor
culpabilizaran,aglomeraran,566c7fc1,566c7fc1..10ba9a32,abaratareis,2.1459,nuevo_atractor
descimenteis,desemponzoñais,a6325a3c,a6325a3c..ddae3dde,agalerados,0.9383,nuevo_atractor
arde,enfervorizarias,573fb148,573fb148..269d13f0,bandereasteis,1.4714,nuevo_atractor
desavecindaban,encadenaron,9c9ab37f,9c9ab37f..f88c8fdb,regularizaramos,0.7635,nuevo_atractor
chañaralina,ahelgadas,2bc0437d,2bc0437d..223a380f,enturbias,0.7226,nuevo_atractor
engominases,engaratusaba,e5cd2d83,e5cd2d83..138235f5,esdrujulizada,0.7991,nuevo_atractor
ensenarian,estridulamos,702ddbe5,702ddbe5..3c831103,embotijasteis,0.5101,nuevo_atractor
composicional,embrujemos,bf104565,bf104565..52b6378a,embotijasteis,0.4493,nuevo_atractor
convergeriamos,entrucharan,9a90efbb,9a90efbb..c7c5b15a,supresiones,0.9736,nuevo_atractor
proemios,reprimimos,5c0627df,5c0627df..7fb35be3,gongorizases,0.6807,nuevo_atractor
conocido,coliflores,8f868352,8f868352..318214ad,aguaitasteis,0.6800,nuevo_atractor
consignen,embalumo,a98e8b5b,a98e8b5b..351a43d8,energumenos,0.8582,nuevo_atractor
sobijas,desmelareis,d3f442f6,d3f442f6..8a99b450,inmutaria,0.6133,nuevo_atractor
libertaran,capuzarian,f5723108,f5723108..dc7336d5,volteada,1.2552,nuevo_atractor
retortijar,ramalillo,7ae42cf2,7ae42cf2..7838e799,regularizaramos,0.7971,nuevo_atractor
apendejearia,rutases,d7ce4877,d7ce4877..c58e685b,hidrargiros,0.6230,nuevo_atractor
galopeamos,rebrotaba,a6cadc9c,a6cadc9c..0ad3155c,flacuchentas,2.0247,nuevo_atractor
cautines,engolillados,c075820a,c075820a..4731e007,rollaba,1.6151,nuevo_atractor
ensambenite,civilizado,8cf454a3,8cf454a3..8916c5ee,apiñaron,1.6313,nuevo_atractor
distonia,infravalorabais,cf4c94c1,cf4c94c1..d6cbd7c5,engruesas,1.1390,nuevo_atractor
recuñamos,aquerenciaren,85278e22,85278e22..4a06f70c,cooptarian,1.0906,nuevo_atractor
mulato,desamartelaron,551f3139,551f3139..fed94f18,trocas,1.2918,nuevo_atractor
baraustando,apuñaleares,9192d9c1,9192d9c1..36d7b8e2,desarbolaba,0.5599,nuevo_atractor
respingad,trastabillarais,629fb78f,629fb78f..f73f795b,mendigasen,1.0593,nuevo_atractor
enfuriaras,senti,4089f0f2,4089f0f2..9cca5ffb,incontroladas,0.9690,nuevo_atractor
discografia,mortificabamos,d20d11f0,d20d11f0..009f9836,esquinzaren,1.6850,nuevo_atractor
carroñados,aspergearan,ae1dfd15,ae1dfd15..5f9b7b92,relataren,1.3948,nuevo_atractor
amelgaria,charrete,cb36fdc1,cb36fdc1..9664055e,isogeotermas,0.7911,nuevo_atractor
obturareis,termodinamico,7de360c5,7de360c5..49b90069,champurreabamos,0.5454,nuevo_atractor
ñola,reculare,4f718316,4f718316..c17fc6c6,abovedadas,0.7582,nuevo_atractor
acervados,cañoneaseis,41b787c0,41b787c0..781a2f05,encaballando,2.0768,nuevo_atractor
trasoyes,agrazaramos,b75b577d,b75b577d..93773670,contramallemos,1.0609,nuevo_atractor
lamparoso,empenaches,d33b0916,d33b0916..7bad9ddb,fiscalizaremos,0.6950,nuevo_atractor
coordinarias,guardacuños,04e94a75,04e94a75..63691848,irrespeto,1.2339,nuevo_atractor
denegatoria,ferrugientas,44f30e74,44f30e74..8631cf0f,avilantaseis,1.7684,nuevo_atractor
descercares,impresionan,dd018ed1,dd018ed1..cac31f1f,cafeteasemos,0.7131,nuevo_atractor
desatalentados,mojarra,027fe06e,027fe06e..84c9ada4,bizqueado,0.9903,nuevo_atractor
brizarias,abarañado,b11dfe5a,b11dfe5a..59f91d9a,reprehendeis,0.7819,nuevo_atractor
adundarian,embotasen,257fdac2,257fdac2..2e5dbc86,morceñas,0.6607,nuevo_atractor
cinocefalo,yermabas,6158c67d,6158c67d..d1fb00e7,aprestigien,1.3231,nuevo_atractor
costumbrareis,ostente,24b46033,24b46033..26f801bb,alebresteis,0.6677,nuevo_atractor
hemeralopia,despabile,bfa69cda,bfa69cda..e2449d8f,solventan,0.7557,nuevo_atractor
engasgado,anqueasen,2827494c,2827494c..7df1208a,regularizaramos,1.1464,nuevo_atractor
