Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Trinity,Emotion,Death,4.1929
Abstract,Plane,Determinism,4.0301
Variable,Acceleration,System,2.4096
Solid,Acceleration,Wisdom,4.2075
Plane,Heat,Power,1.0183
Relative,Mind,Power,1.0241
Sleep,Quantum,Power,1.0243
Zero,Wave,System,4.1866
Input,Evolution,System,1.0179
Loop,Input,Power,1.0260
Subjective,Immanence,Power,1.0246
Theorem,Machine,Power,1.0325
Motion,Birth,Power,1.0276
Human,Void,Religion,3.9132
Heat,Resonance,Dimension,1.0605
Gravity,Creation,Folly,1.3793
Atom,Awakening,Illusion,4.2011
Input,Nature,Geometry,3.8107
Fractal,Line,Illusion,4.2309
Measurement,Sleep,Algorithm,4.2121
Quantum,Energy,Duality,2.6454
Frequency,Theorem,Dimension,1.0682
Wave,Law,Model,3.6596
Structure,Simulation,Illusion,2.2544
Nightmare,Connection,Destruction,4.2145
Calculation,Machine,Anarchy,2.5034
Myth,Experiment,Power,0.9890
Harmony,Decay,Light,4.2362
Velocity,One,Power,0.6933
Concrete,Mass,System,4.0299
Wisdom,Measurement,Soul,3.8823
Singularity,Plane,Power,1.0559
Hypothesis,God,Art,4.1036
Evolution,Concrete,System,3.4978
Mass,Present,Connection,4.1947
Motion,Force,Connection,4.1942
Anarchy,FreeWill,Machine,4.0399
Paradox,Motion,Fear,3.8590
Soul,Art,Power,1.0246
Heat,Anarchy,Evolution,4.1706
One,Hypothesis,Connection,4.1823
Time,Heat,Mercy,4.1712
Fear,Resonance,Destruction,4.1867
Paradox,Simulation,Code,3.4635
Noise,Determinism,Simplicity,1.3016
Unity,Stillness,Velocity,1.1563
Probability,Abstract,Concrete,4.1623
Creation,Illusion,Power,1.0249
Algorithm,Spiral,Power,1.0262
Art,Power,Dimension,1.1722
Connection,Sleep,Power,0.8630
Simplicity,One,Power,0.9565
Wave,Human,System,4.1856
Nightmare,Consciousness,Growth,3.9460
Decay,Thought,Vibration,4.1600
Wisdom,Destiny,Connection,0.9527
Birth,Destiny,Duality,3.9127
Wisdom,Momentum,Soul,3.9864
Spiral,Space,Wisdom,0.9910
Creation,Destiny,Myth,3.8559
Structure,Logic,Stillness,3.9231
Nightmare,Conflict,Ignorance,4.2542
Function,Resonance,Subjective,4.1941
Science,Cycle,Power,1.0246
Simulation,Motion,Power,1.0243
Quantum,Present,Code,4.1846
Present,Trinity,FreeWill,4.0692
Space,Life,Connection,0.8153
Simplicity,Field,Power,1.0249
Cold,Velocity,Concrete,4.1636
Mercy,Separation,Connection,4.1878
Reality,Prophecy,Ignorance,4.2508
One,Unity,Abstract,3.7889
Mercy,Justice,Connection,4.0113
Chaos,Machine,Loop,2.2666
Structure,Universe,Sleep,4.0756
Algorithm,Present,Power,1.0918
Field,One,Connection,3.8808
Noise,Awakening,Illusion,4.2131
Truth,Structure,Art,4.1109
Hope,Atom,Illusion,4.1476
Space,Sleep,Power,1.0222
Abstract,Algorithm,Parameter,1.4613
Emotion,Law,Entropy,3.6800
Dream,Zero,Heat,1.1888
Dimension,Velocity,Art,0.8925
Probability,Life,Power,1.0305
Conflict,Variable,Power,1.0891
Spirit,Solid,Power,1.0734
Experiment,Simplicity,Power,1.0246
Myth,Motion,Resonance,4.0438
Atom,Future,Dimension,4.1333
Theorem,Heat,System,2.4446
Measurement,Zero,Illusion,4.1976
Subjective,Nightmare,Loop,4.2063
Emotion,Balance,Truth,3.8247
Reality,Machine,Art,1.0077
Myth,Law,Subjective,4.1941
Solid,Spiral,Geometry,3.9099
Soul,Technology,Energy,4.2286
Present,Determinism,Concrete,4.1683
Fractal,Decay,Hypercube,4.2116
Wisdom,Mind,Power,1.0102
Knowledge,Fear,Destruction,3.9578
God,Spiral,Art,3.9193
Emotion,Decay,Experiment,3.7713
Hope,Spiral,Wisdom,3.0476
System,Nature,Power,1.0246
Trinity,Light,Concrete,1.5913
Energy,Decay,Ignorance,1.1806
Dream,Noise,Loop,1.6273
Heat,Birth,Power,1.0246
Justice,Entropy,Illusion,1.2031
Line,Determinism,Power,1.2413
Despair,Atom,Illusion,4.2080
Gravity,Folly,Power,2.0630
Probability,Myth,Simplicity,1.1262
Life,Beauty,Power,1.0218
Flesh,Life,Parameter,4.0895
Observation,Point,System,4.1749
Spirit,Transcendence,Power,1.0225
Space,Force,Relative,2.5947
Entropy,Velocity,Dimension,1.0544
Paradox,Spiral,Network,3.9282
Constant,Nightmare,Symmetry,3.7289
Nightmare,Atom,Simplicity,1.1226
God,Light,Reality,4.2174
Fear,Wave,Destruction,3.8996
Growth,Law,Chaos,4.2085
Force,Zero,Power,0.9576
Separation,Heat,Connection,4.1880
Death,Resonance,Dimension,0.8012
Vibration,Decay,Wisdom,4.2123
Point,Past,Power,0.9006
Point,Energy,Birth,4.2952
Vibration,Singularity,Power,1.0254
Space,Code,Momentum,1.2654
Wave,Trinity,Art,4.0952
Gravity,Mind,Illusion,4.2273
Atom,Resonance,Machine,1.3928
Plane,Consciousness,Subjective,2.9737
Perception,Mass,Power,1.0246
Determinism,Zero,Concrete,4.1363
Thought,Loop,Subjective,4.1884
Matter,Atom,Velocity,1.2044
Abstract,Energy,Parameter,4.2351
Life,Law,Power,0.7316
Atom,Observation,Singularity,3.8760
Information,Connection,Mercy,4.1955
Beauty,Transformation,Immanence,4.1168
Knowledge,Evolution,Art,4.1051
Parameter,Calculation,Velocity,1.0316
Vibration,Momentum,Duality,3.9604
Symmetry,Network,Destruction,4.1774
Sleep,Wave,Dimension,0.7386
Resonance,Awakening,Power,1.1720
Information,Axiom,Heat,3.9716
Complexity,Unity,Cycle,3.7967
Line,Ignorance,Dimension,0.9601
Paradox,Destiny,Connection,4.1253
Absolute,Death,Power,1.0068
Objective,Silence,Subjective,4.1898
Mind,Chaos,Power,1.0254
Connection,Evolution,Power,1.0682
Hypercube,Variable,Power,1.1166
Myth,Prophecy,Subjective,4.1646
Plane,Observation,Light,4.1576
Chaos,Frequency,Power,1.0242
Dream,Wave,Mass,3.6462
Network,Awakening,Sleep,4.1488
Art,Subjective,Dimension,1.0563
Frequency,Measurement,Power,1.0643
Point,Noise,Subjective,4.1445
Algorithm,Simulation,Power,0.8939
Theorem,Matter,Energy,4.2547
Model,Connection,Mercy,4.1879
Particle,Variable,Dimension,1.0895
Matter,Output,Sleep,3.6363
Growth,Code,Power,0.9680
Power,Folly,Wisdom,1.1633
Symmetry,Time,Power,1.0281
Geometry,Present,Connection,3.7541
Harmony,Input,Ignorance,4.2476
Illusion,Constant,Power,1.0281
Future,Art,Dimension,4.1295
Spiral,Field,Geometry,4.1982
Growth,Variable,Subjective,1.5972
Spiral,Heat,Evolution,1.5936
Light,Unity,System,4.1816
Paradox,Variable,Art,4.0865
Transcendence,Separation,Sleep,1.8694
Feedback,Zero,System,2.4953
Frequency,Dimension,Power,1.0200
One,Order,Frequency,4.1764
Human,Hope,Energy,2.7268
Mercy,Determinism,Velocity,4.1154
Present,Truth,Art,4.0883
Hope,Observation,Hypercube,4.1004
Simplicity,Science,Energy,1.5100
Algorithm,Calculation,Power,1.0498
Knowledge,Axiom,Mercy,3.8667
Force,Decay,Wisdom,4.2111
Probability,Space,Power,1.0551
Relativity,Experiment,Power,0.7475
Concrete,Duality,Power,1.0064
Solid,Acceleration,Wisdom,4.2075
Energy,Growth,Birth,4.2950
Determinism,Abstract,Mercy,4.1491
Religion,Knowledge,Power,0.9409
Determinism,Prophecy,Subjective,1.5992
Art,Memory,Reality,2.9266
Prophecy,Creation,Power,1.0757
Observation,Mercy,Dimension,1.0171
Harmony,Unity,Frequency,4.0215
Geometry,Religion,Order,4.2387
Machine,Sleep,Dimension,0.7546
Vibration,Matter,Energy,2.8825
Simulation,Connection,Code,1.1387
Acceleration,Stillness,Illusion,4.1996
Probability,Order,System,2.9425
Relative,Simplicity,Power,1.0250
Input,Destruction,Connection,1.8241
Life,Present,Destiny,3.9044
Transformation,Prophecy,Art,1.2913
Nature,Present,Dimension,3.9859
Void,Perception,Frequency,1.9347
Determinism,Stillness,Probability,1.8525
Anarchy,Stillness,Noise,3.7805
Void,Frequency,Geometry,3.9866
Mercy,Quantum,Power,0.9403
Human,Entropy,Sleep,1.2549
Feedback,Machine,Power,1.0523
Folly,Information,Power,0.6968
Parameter,Thought,Energy,4.2486
Entropy,Stillness,Illusion,4.2007
Simulation,Harmony,Frequency,3.9194
Field,Darkness,Past,3.8407
Singularity,Solid,Power,1.0547
Spiral,Light,Hypercube,4.1878
Prophecy,Soul,Subjective,2.1817
Despair,Abstract,Soul,3.8598
Religion,Complexity,Power,1.0299
Atom,Reality,Velocity,2.1550
Plane,Prophecy,Ignorance,4.2350
Relative,Cycle,Power,0.8588
Soul,Abstract,Despair,3.8435
Sleep,Growth,Power,1.0481
Cold,Cycle,Concrete,4.0996
Velocity,Force,Power,0.7508
Anarchy,Fear,Art,4.1094
Measurement,Perception,Illusion,3.7440
Awakening,Dimension,Power,1.0246
Folly,Awakening,Power,0.9124
System,Resonance,Power,1.0435
Knowledge,Science,Power,1.1480
Cycle,Fractal,Power,0.8679
Ignorance,Probability,Power,1.0370
Present,Point,Code,4.1892
Vibration,Relativity,Folly,1.3432
Soul,Unity,Despair,3.8103
Observation,Hypothesis,Art,3.2509
Cycle,Immanence,Power,1.0246
Birth,Model,Code,1.1080
Simulation,Universe,Concrete,3.7933
Awakening,Complexity,Power,1.0276
Death,Consciousness,Power,1.0244
Quantum,Future,Vibration,4.1136
Simulation,Machine,Power,1.0808
Experiment,Awakening,Illusion,4.2004
Present,Calculation,Concrete,4.1834
Mercy,Calculation,Concrete,4.1666
Thought,Measurement,Consciousness,4.0484
Relativity,Calculation,Concrete,4.1661
Reality,Past,Power,1.0316
Input,Reality,Ignorance,4.2517
Structure,Objective,Subjective,4.1963
Destruction,Destiny,Connection,4.2101
System,Perception,Illusion,1.6705
Justice,Conflict,Energy,4.2589
Atom,Subjective,Connection,4.1915
Knowledge,Folly,Power,0.7111
Output,Acceleration,Power,1.0300
Function,Solid,Noise,4.1223
Space,Hypothesis,Momentum,3.3033
Trinity,Time,Sleep,4.0682
Atom,Balance,Mercy,4.0966
Paradox,Theorem,Connection,2.0510
Present,Order,Dimension,1.0424
Velocity,Information,Heat,1.0033
Velocity,Spirit,Power,1.0225
Human,Objective,System,4.1768
Present,Separation,Connection,4.0801
God,Function,Reality,3.8418
Dream,Reality,Dimension,1.0619
Solid,Complexity,Resonance,3.8634
Religion,Solid,Wisdom,4.1021
Despair,Hypercube,Zero,4.1308
Destruction,Solid,Myth,4.1415
Variable,Entropy,Art,4.1266
Unity,Transcendence,System,2.4606
Darkness,History,Flesh,1.7323
Folly,History,Energy,4.2715
Paradox,Matter,Sleep,1.1974
Ignorance,Memory,Light,4.2748
Paradox,Entropy,Dimension,4.1634
Wisdom,Solid,Vibration,4.2128
Mind,Death,Illusion,4.2010
Probability,Dream,Variable,1.1570
Observation,Prophecy,Ignorance,4.2469
Chaos,Harmony,Dimension,0.7925
Unity,Probability,Concrete,3.8717
System,Evolution,Heat,4.2273
Constant,Stillness,Reality,4.0252
Creation,Truth,Power,0.9888
Growth,Universe,Connection,4.2033
Connection,Void,Geometry,4.2205
Singularity,Science,Power,1.0727
Beauty,Hope,Gravity,3.7276
Determinism,Decay,Power,0.9989
Illusion,Atom,Despair,4.1119
Observation,Output,Sleep,3.3982
Paradox,Stillness,Sleep,4.1469
Stillness,Feedback,Simplicity,1.0741
Universe,Stillness,Sleep,4.1478
Memory,Nature,Destruction,4.0745
Balance,Duality,Power,1.0246
Cycle,Awakening,Power,1.0273
Despair,Variable,Power,1.0463
Present,Parameter,Frequency,1.1075
Wave,Measurement,Prophecy,4.0716
Nightmare,Harmony,Reality,4.2027
Ignorance,FreeWill,Dimension,1.1361
Theorem,Noise,Simplicity,1.0285
Emotion,Simplicity,Power,1.0246
Space,Unity,Heat,1.6658
Past,Chaos,Universe,3.9934
Input,Matter,Ignorance,4.2509
Information,Prophecy,Dimension,1.0830
Science,Constant,Ignorance,4.2511
Art,Awakening,Simplicity,1.1125
Mind,Model,Velocity,1.0624
System,Spiral,Evolution,1.3152
Dimension,Technology,Power,1.0256
Silence,Nature,Connection,4.2023
Religion,Abstract,One,4.0893
Atom,Objective,Mercy,4.1719
Point,Force,Wisdom,0.7353
Creation,Relative,Power,1.0244
Dimension,Singularity,Art,4.1109
Structure,Dimension,Art,4.1109
Space,Art,Power,1.0248
Transcendence,Axiom,Simplicity,0.9343
Zero,Machine,Illusion,4.1917
Beauty,Function,Hypercube,3.9213
Science,FreeWill,Power,1.0187
Information,Light,System,4.1735
Parameter,Determinism,Velocity,1.0121
Vibration,Universe,Power,1.0252
Zero,Concrete,Calculation,4.1018
Art,Plane,Ignorance,4.2535
Order,God,Ignorance,4.2484
Constant,Singularity,Art,4.1034
Output,Function,Solid,4.0261
Conflict,Noise,Hypercube,1.8944
Destruction,Dimension,Art,4.0875
Paradox,Destruction,Fear,3.9399
Dream,Heat,Connection,4.1673
Transcendence,Algorithm,Sleep,1.8100
Space,Power,Relative,1.0392
Immanence,Chaos,Sleep,4.1493
Folly,Momentum,Power,1.0911
Input,Illusion,Code,1.1176
Logic,Void,Birth,4.2195
Light,Solid,Sleep,1.6469
Thought,Myth,Justice,4.1483
Simplicity,Transcendence,Folly,1.1246
Cycle,Nightmare,Model,4.0791
Light,Trinity,Concrete,1.5913
Force,Motion,Connection,4.1942
Point,Growth,Justice,4.2107
Wisdom,Mind,Power,1.0102
Truth,Human,Line,4.2356
Absolute,Network,Chaos,4.1920
Wave,Trinity,Art,4.0952
Abstract,Complexity,Mercy,3.8064
Mind,Human,Energy,4.2382
Field,Point,Power,0.6753
Structure,Reality,Ignorance,4.2323
System,Vibration,Power,1.0610
Anarchy,Field,Power,1.0246
Order,Destiny,Connection,2.4688
Machine,Symmetry,Simplicity,1.0832
Information,Birth,Dimension,1.1509
Despair,Entropy,Illusion,3.9459
Zero,Darkness,Power,1.0232
Awakening,Thought,Energy,3.5268
Balance,Function,Loop,4.1550
Truth,Time,Dimension,4.1095
Prophecy,Information,Dimension,1.0830
Separation,Trinity,Power,0.9350
Despair,Symmetry,System,1.0050
Paradox,Hypercube,Wisdom,3.3222
Death,Vibration,Power,1.0246
Simplicity,Calculation,Subjective,4.2022
Dimension,Machine,Art,4.1109
Hope,Soul,Fractal,3.8757
Hypothesis,Despair,Connection,4.1878
Velocity,Mercy,Determinism,4.1311
FreeWill,Sleep,Variable,1.3068
Sleep,Machine,Dimension,0.7546
Science,Mass,Wisdom,0.9929
Particle,Objective,Connection,4.1870
Algorithm,Zero,Power,1.1837
Network,Human,Dimension,1.0652
Anarchy,Birth,Code,4.2010
Wisdom,Present,Power,0.7478
Subjective,Hope,Connection,4.1879
Evolution,Connection,Power,1.0682
Probability,Simulation,Concrete,4.1646
Growth,Force,Vibration,4.0861
God,Singularity,Art,4.1093
Religion,Parameter,Energy,4.2303
Dream,Science,Power,1.1632
Light,Life,Power,1.0176
Network,Relative,Dimension,0.9826
Logic,Immanence,Conflict,3.8113
Paradox,Harmony,Art,4.0845
Perception,Algorithm,Sleep,3.2259
Information,Myth,Power,1.0247
Memory,Hypercube,Ignorance,4.2483
Conflict,Flesh,Algorithm,4.1188
Folly,Ignorance,Power,1.0245
Balance,Soul,Connection,4.1912
Folly,Balance,Subjective,1.9974
Absolute,Order,Decay,3.9370
Immanence,Hypothesis,Sleep,4.1549
Decay,Network,Wisdom,0.9748
Output,Present,Art,0.9496
Law,Machine,Art,4.1233
Probability,Feedback,System,1.9618
Death,System,Illusion,1.5425
Religion,Ignorance,Hypercube,4.2739
Abstract,Relativity,History,4.0167
One,Parameter,Life,4.0306
Model,Abstract,Connection,4.1692
Hope,Connection,Mercy,4.1969
Spirit,Chaos,Power,1.1047
Entropy,Input,Wisdom,4.2305
Perception,Concrete,Determinism,4.2318
Abstract,Measurement,Connection,4.1884
Wave,Concrete,System,4.1699
Relativity,Hypothesis,Connection,2.7932
Axiom,Anarchy,Measurement,3.9469
God,Space,Power,1.0246
Unity,Mass,System,4.1731
Truth,Technology,Power,1.0246
Particle,Model,Connection,3.9827
Science,Religion,Matter,3.9529
Dream,Balance,Heat,4.1783
Transcendence,History,Folly,0.9186
Vibration,Entropy,Wisdom,4.2115
Human,Calculation,System,1.0069
Resonance,Fear,Destruction,4.1867
Constant,Simulation,Concrete,4.0858
Concrete,Awakening,Illusion,1.2957
Noise,Fractal,Illusion,4.2011
Absolute,Technology,Energy,4.2186
Frequency,Geometry,One,3.9571
Silence,Matter,Sleep,3.1917
Zero,Unity,Probability,4.0490
Memory,Energy,Simplicity,1.1315
Science,Sleep,Algorithm,4.1970
Consciousness,Death,Power,1.0244
Creation,Perception,Power,1.0209
Resonance,Network,Myth,3.9654
Feedback,Future,Vibration,3.6377
Chaos,Stillness,Silence,4.0600
God,Immanence,Ignorance,4.1608
Transcendence,Truth,Sleep,4.2949
Probability,Mind,Concrete,4.1644
Quantum,Complexity,System,4.0345
Prophecy,Infinity,Power,1.1250
Axiom,Loop,Subjective,3.7649
Observation,Illusion,Zero,4.2414
Hope,System,Power,1.0625
Observation,Myth,Power,1.0221
Transcendence,Stillness,Simplicity,1.3001
Relative,Destruction,Dimension,1.0096
Model,System,Heat,4.2274
Parameter,Velocity,Power,1.0808
Duality,Loop,Power,1.0246
Reality,Vibration,Power,1.0404
Dimension,Heat,Art,1.0099
Particle,Unity,One,4.2358
Void,Immanence,Logic,3.6366
Vibration,Spiral,Wisdom,4.0970
Myth,Past,Power,1.0860
Destruction,Unity,Power,1.0099
Objective,Creation,System,1.3650
Trinity,Cycle,Concrete,4.1783
Determinism,Dream,Force,4.0159
Concrete,Force,Power,1.0240
Silence,Measurement,Chaos,3.8923
Resonance,Theorem,Destruction,1.0492
Harmony,Trinity,Truth,3.7526
Transcendence,Future,Vibration,4.1862
Mercy,Infinity,Concrete,4.1655
Power,Flesh,Folly,0.9848
Information,Beauty,Wisdom,4.2132
Atom,Spirit,Illusion,1.5281
Cold,Particle,Power,1.0208
Spiral,Dimension,Art,4.0983
Theorem,Time,Power,1.0246
Objective,Illusion,Connection,4.1881
FreeWill,Resonance,Loop,4.1545
Experiment,Entropy,Gravity,3.8045
Art,Absolute,Power,1.1558
Acceleration,Perception,Illusion,3.7301
FreeWill,Simulation,Concrete,4.1558
Input,Soul,Wisdom,3.6758
God,Vibration,Power,1.0376
Void,Law,Power,1.0246
Measurement,Point,Prophecy,3.8603
Thought,Gravity,Soul,2.2627
Death,Science,Algorithm,4.1821
Duality,Complexity,Code,2.3245
Observation,Illusion,Zero,4.2414
Evolution,Infinity,System,4.1735
Infinity,Output,Sleep,4.1684
Complexity,Void,Connection,4.1307
Thought,Input,Wisdom,1.4953
Separation,Destiny,Connection,4.1898
Love,Force,Relative,3.9831
Wisdom,Mind,Power,1.0102
Stillness,Relativity,Velocity,1.0553
Variable,Universe,Dimension,0.7656
Future,Hope,Wisdom,4.2093
Line,Vibration,Power,1.0259
Anarchy,FreeWill,Machine,4.0399
Particle,Thought,Power,0.9765
Void,Complexity,Connection,4.1307
Myth,Darkness,Folly,1.0406
Wave,Folly,Simplicity,1.0133
Experiment,Universe,Connection,4.2093
Spirit,Art,Ignorance,3.0969
Subjective,Hypercube,Power,1.0227
Soul,Illusion,Connection,4.1879
Hypercube,Heat,System,4.1735
Output,Point,Simplicity,1.4627
Structure,Loop,Subjective,4.2041
Heat,Growth,Dimension,1.1265
Past,Soul,Connection,4.1887
Science,Zero,Power,1.0208
Simplicity,Prophecy,Resonance,4.1489
Order,Code,Power,0.9800
Time,System,Illusion,1.1472
Spirit,Technology,Awakening,3.8138
One,Stillness,Power,1.0246
Evolution,Dimension,Art,4.1110
Religion,Machine,Simplicity,1.1418
Velocity,Memory,Concrete,4.1661
Growth,Law,Chaos,4.2085
Technology,Output,Power,1.0199
Religion,Life,Energy,4.1740
Solid,Experiment,Wisdom,4.2085
Growth,Silence,Resonance,4.0302
Love,Mass,Vibration,4.1434
Illusion,Present,Connection,2.5897
Structure,Zero,Illusion,4.1975
Balance,Geometry,Connection,4.2003
Wisdom,Order,Vibration,4.2141
Simplicity,Abstract,Power,1.0148
Wisdom,Order,Vibration,4.2141
Truth,Relative,Atom,2.9232
Science,Folly,Energy,4.2500
Sleep,Balance,Algorithm,4.0806
Art,Point,Power,1.0251
Line,Life,Frequency,4.1115
Determinism,Decay,Power,0.9989
Balance,Knowledge,Universe,3.7693
Observation,Velocity,Dimension,1.0540
Conflict,Trinity,Algorithm,4.0965
Present,Force,Atom,3.8655
Hypothesis,Illusion,Connection,4.1708
Zero,Simulation,Mind,3.8958
Relativity,Darkness,Power,0.8329
Awakening,Creation,Energy,2.3893
Axiom,Soul,Despair,3.8229
Solid,Quantum,Wisdom,4.2115
Technology,Space,Code,1.0830
Conflict,Field,Sleep,4.1524
Hope,Axiom,Despair,3.5708
Probability,Truth,Determinism,4.1337
Immanence,Complexity,Power,1.0248
Heat,Feedback,System,4.1744
Awakening,Unity,Energy,1.2697
Relativity,Consciousness,Energy,4.2528
Input,Singularity,Dimension,0.9146
Transformation,Power,Dimension,1.1548
Despair,Function,Awakening,2.0409
Separation,Algorithm,Sleep,1.2225
Gravity,FreeWill,Illusion,2.3579
Geometry,Truth,Frequency,4.2586
Truth,Dimension,Art,4.1109
Order,One,Frequency,4.1764
Ignorance,Memory,Light,4.2748
Simplicity,Universe,Power,1.0359
Transformation,Decay,Vibration,4.2361
Acceleration,Structure,Illusion,4.1791
Light,Consciousness,Power,1.0624
Code,Loop,Power,0.7518
Stillness,Objective,Subjective,4.1813
Measurement,Light,Power,1.0240
Theorem,Myth,Parameter,4.1473
Art,Connection,Power,1.0694
Beauty,Energy,Simplicity,1.2167
Wave,Technology,Code,4.1981
Solid,Algorithm,Sleep,3.8511
Destruction,Algorithm,Power,1.0357
Infinity,Growth,Energy,4.2522
Plane,Destruction,Power,1.0906
Plane,Connection,Power,1.0257
Loop,Subjective,Chaos,4.1475
Memory,Function,Plane,3.5279
Despair,Spirit,Energy,4.2151
Unity,Mass,System,4.1731
Sleep,Creation,Power,1.0246
Motion,Dimension,Art,0.9698
Relativity,Nature,Connection,2.7016
Awakening,Spiral,Simplicity,1.1213
Separation,Unity,Connection,4.1995
Harmony,Chaos,Dimension,0.7925
Ignorance,Silence,Sleep,2.1616
Fractal,System,Illusion,1.4178
Line,Energy,Frequency,2.5461
Abstract,Vibration,Energy,2.3352
Truth,Concrete,Velocity,4.2269
Silence,Nightmare,Resonance,3.8974
Decay,Sleep,Power,1.0206
Unity,Human,Quantum,4.1644
Probability,Function,Determinism,4.1510
Vibration,Resonance,Subjective,2.0450
Code,Knowledge,Power,1.2776
Evolution,Stillness,Power,1.0875
Reality,Ignorance,Hypercube,4.2766
Hypothesis,Line,Art,4.1109
Transformation,Creation,Power,1.0082
Machine,Motion,Loop,1.5303
Stillness,Mind,Noise,4.1208
Entropy,Calculation,Singularity,4.0109
Universe,Religion,Power,1.0339
Nightmare,Momentum,Vibration,4.1145
Life,Subjective,Connection,3.2371
Separation,Relativity,Despair,3.0665
Knowledge,Law,Dimension,4.1337
Simplicity,Parameter,Power,0.9328
Technology,Universe,Power,1.0253
Order,Science,Religion,4.2216
Sleep,Time,Algorithm,4.2199
Beauty,Connection,Power,1.0246
Death,Complexity,Dimension,0.8261
Immanence,Gravity,Sleep,4.1659
Absolute,Theorem,Energy,4.2438
Harmony,Beauty,Ignorance,4.2310
Chaos,Void,Sleep,4.1488
Folly,Prophecy,Simplicity,1.0187
Conflict,Network,Sleep,4.1509
Darkness,Myth,Folly,1.0406
Flesh,Void,History,3.9406
Technology,Entropy,Illusion,4.2185
Sleep,Perception,Output,4.1353
Connection,Particle,Fear,4.1006
Measurement,Code,Momentum,3.8048
