Concept_A,Concept_B,Emergent_Meaning,Resonance_Distance
Life,Chaos,Power,0.7531
Entropy,Silence,Power,1.0313
Truth,Chaos,Power,1.1487
Power,Noise,Energy,1.3907
Matter,Silence,Power,1.4272
Space,Void,Power,1.1094
Life,Truth,Power,1.1495
Space,Darkness,Power,0.9519
Life,Space,Power,0.9829
Logic,Void,Death,4.1526
Life,Geometry,Noise,2.4273
Geometry,Soul,Power,1.4558
Void,Geometry,Noise,2.4969
Mind,Chaos,Power,1.0267
Chaos,Soul,Power,3.3116
Noise,Darkness,Power,1.0237
Matter,Time,Silence,1.3840
Logic,Matter,Time,4.0450
Soul,Beauty,Power,1.5116
Matter,Energy,Truth,3.2528
Energy,Matter,Truth,3.2528
Gravity,Silence,Chaos,4.2996
Silence,Power,Energy,1.3954
Matter,Energy,Truth,3.2528
Beauty,Darkness,Power,1.0649
Mind,Life,Truth,4.3713
Logic,Fractal,Death,3.9505
Entropy,Power,Space,1.3973
Truth,Chaos,Power,1.1487
Void,Truth,Noise,1.7162
Fractal,Darkness,Power,1.1389
Noise,Void,Power,0.9708
Logic,Beauty,Chaos,1.9535
Soul,Gravity,Chaos,4.3995
Truth,Logic,Power,1.0549
Life,Light,Power,1.0357
Geometry,Time,Power,1.3173
Entropy,Mind,Noise,2.8055
Truth,Void,Noise,1.7162
Power,Death,Energy,1.4392
Entropy,Energy,Power,1.0467
Darkness,Chaos,Power,0.8423
Gravity,Beauty,Death,3.5245
Darkness,Fractal,Power,1.1389
Death,Truth,Entropy,4.3976
Time,Matter,Silence,1.3840
Order,Truth,Silence,2.2738
Mind,Space,Power,1.1365
Gravity,Beauty,Death,3.5245
Logic,Space,Power,1.1225
Geometry,Gravity,Power,1.2557
Space,Light,Power,1.0853
Fractal,Space,Power,0.7837
Death,Geometry,Silence,1.4695
Time,Logic,Silence,2.9283
Void,Power,Geometry,1.6482
Matter,Beauty,Chaos,2.6797
Silence,Beauty,Chaos,2.7515
Death,Space,Power,1.0233
Fractal,Order,Noise,1.3934
Time,Space,Power,0.7401
Fractal,Entropy,Gravity,3.3061
Silence,Death,Chaos,3.1617
Light,Energy,Power,0.7707
Fractal,Power,Chaos,1.5892
Death,Order,Noise,2.6193
Chaos,Noise,Silence,3.1409
Gravity,Mind,Death,2.8915
Gravity,Order,Noise,1.5942
Geometry,Matter,Power,1.0253
Life,Truth,Power,1.1495
Light,Order,Chaos,4.1423
Space,Void,Power,1.1094
Space,Geometry,Power,1.0623
Geometry,Darkness,Noise,1.3489
Truth,Chaos,Power,1.1487
Beauty,Silence,Chaos,2.7515
Beauty,Gravity,Death,3.5245
Mind,Noise,Death,2.7087
Void,Space,Power,1.1094
Death,Space,Power,1.0233
Life,Time,Power,0.9508
Matter,Beauty,Chaos,2.6797
Soul,Time,Power,2.5748
Entropy,Void,Power,1.0247
Logic,Power,Geometry,1.5978
Void,Matter,Time,4.2608
Time,Death,Beauty,4.2028
Void,Gravity,Chaos,2.2528
Time,Soul,Power,2.5748
Truth,Order,Silence,2.2738
Geometry,Matter,Power,1.0253
Death,Mind,Noise,2.4772
Truth,Light,Power,1.1572
Life,Logic,Truth,4.3725
Noise,Logic,Power,0.8736
Fractal,Void,Death,4.0722
Darkness,Order,Noise,1.5727
Light,Void,Power,0.9016
Fractal,Truth,Power,1.0759
Power,Geometry,Energy,1.4171
Order,Truth,Silence,2.2738
Soul,Void,Truth,4.3699
Energy,Time,Power,1.0880
Matter,Life,Truth,4.3647
Geometry,Order,Noise,1.6323
Noise,Gravity,Death,2.7163
Void,Logic,Death,4.1526
Noise,Matter,Power,0.7258
Truth,Beauty,Power,1.1380
Matter,Mind,Truth,4.0707
Power,Noise,Energy,1.3907
Silence,Soul,Power,1.2595
Fractal,Energy,Death,2.3485
Noise,Power,Energy,1.3907
Entropy,Order,Light,2.1936
Chaos,Power,Space,1.4065
Logic,Noise,Power,0.8736
Light,Time,Power,1.0485
Truth,Space,Power,0.8807
Noise,Void,Power,0.9708
Darkness,Truth,Silence,1.4276
Space,Darkness,Power,0.9519
Beauty,Chaos,Silence,2.6342
Light,Void,Power,0.9016
Beauty,Life,Power,1.0362
Time,Light,Power,1.0485
Fractal,Geometry,Power,1.1557
Matter,Order,Power,4.3348
Time,Order,Noise,1.4427
Logic,Entropy,Power,1.0247
Light,Darkness,Power,1.0422
Logic,Light,Power,3.1205
Chaos,Fractal,Gravity,3.9789
Life,Order,Noise,1.0042
Beauty,Death,Gravity,2.5503
Soul,Mind,Truth,4.3714
Noise,Void,Power,0.9708
Gravity,Fractal,Time,3.7406
Logic,Chaos,Silence,2.4779
Matter,Space,Power,1.1011
Gravity,Geometry,Power,1.2557
Power,Logic,Geometry,1.5978
Truth,Space,Power,0.8807
Beauty,Entropy,Noise,2.0962
Power,Life,Chaos,1.5787
Matter,Silence,Power,1.4272
Order,Life,Noise,1.0042
Logic,Mind,Truth,4.2502
Chaos,Gravity,Fractal,4.0090
Soul,Geometry,Power,1.4558
Darkness,Geometry,Noise,1.3489
Power,Void,Geometry,1.6482
Darkness,Power,Space,1.4405
Darkness,Time,Power,1.1298
Beauty,Fractal,Death,2.9919
Order,Soul,Light,1.7689
Order,Mind,Power,0.9403
Geometry,Energy,Power,1.1608
Geometry,Mind,Power,1.0250
Space,Beauty,Power,1.0820
Void,Gravity,Chaos,2.2528
Space,Energy,Power,1.0709
Fractal,Light,Power,1.0272
Death,Energy,Power,1.2735
Mind,Matter,Truth,4.0707
Beauty,Noise,Death,2.0715
Entropy,Chaos,Power,1.9651
Beauty,Gravity,Death,3.5245
Truth,Logic,Power,1.0549
Beauty,Space,Power,1.0820
Truth,Light,Power,1.1572
Death,Chaos,Silence,3.1158
Space,Death,Power,1.0233
Life,Noise,Power,1.0248
Gravity,Noise,Death,2.7163
Power,Chaos,Space,1.4065
Power,Chaos,Space,1.4065
Gravity,Entropy,Time,4.2145
Beauty,Mind,Death,2.1388
Life,Mind,Truth,4.3713
Entropy,Energy,Power,1.0467
Power,Entropy,Space,1.3973
Soul,Matter,Truth,4.3716
Noise,Entropy,Death,2.6702
Life,Fractal,Truth,3.9896
Silence,Fractal,Chaos,4.1523
Energy,Order,Power,1.3437
Entropy,Beauty,Noise,2.0962
Life,Matter,Truth,4.3647
Truth,Order,Silence,2.2738
Energy,Time,Power,1.0880
Energy,Chaos,Power,1.0250
Beauty,Logic,Chaos,1.9535
Beauty,Gravity,Death,3.5245
Fractal,Truth,Power,1.0759
Mind,Darkness,Power,1.5329
Life,Entropy,Power,0.7669
Gravity,Entropy,Time,4.2145
Chaos,Soul,Power,3.3116
Logic,Mind,Truth,4.2502
Chaos,Gravity,Fractal,4.0090
Life,Matter,Truth,4.3647
Matter,Energy,Truth,3.2528
Matter,Silence,Power,1.4272
Logic,Void,Death,4.1526
Life,Light,Power,1.0357
Power,Beauty,Energy,1.3926
Void,Beauty,Chaos,1.4597
Noise,Matter,Power,0.7258
Geometry,Power,Energy,1.4171
Chaos,Gravity,Fractal,4.0090
Space,Entropy,Power,0.9201
Geometry,Mind,Power,1.0250
Gravity,Soul,Chaos,4.3995
Power,Mind,Geometry,1.6173
Life,Noise,Power,1.0248
Energy,Life,Truth,4.0831
Fractal,Light,Power,1.0272
Void,Power,Geometry,1.6482
Power,Beauty,Energy,1.3926
Matter,Power,Geometry,1.5908
Truth,Darkness,Silence,1.4276
Energy,Darkness,Power,1.3198
Death,Space,Power,1.0233
Mind,Entropy,Noise,2.8055
Truth,Mind,Power,1.4494
Matter,Soul,Truth,4.3716
Silence,Soul,Power,1.2595
Beauty,Logic,Chaos,1.9535
Soul,Fractal,Truth,4.0839
Time,Mind,Noise,2.0089
Light,Void,Power,0.9016
Beauty,Soul,Power,1.5116
Truth,Death,Entropy,4.3976
Entropy,Life,Power,0.7669
Chaos,Power,Space,1.4065
Fractal,Noise,Death,2.2315
Space,Energy,Power,1.0709
Logic,Power,Geometry,1.5978
Matter,Beauty,Chaos,2.6797
Light,Entropy,Power,1.0597
Geometry,Silence,Noise,1.5584
Noise,Gravity,Death,2.7163
Geometry,Death,Silence,1.4695
Silence,Time,Chaos,4.3078
Life,Power,Chaos,1.5787
Space,Darkness,Power,0.9519
Order,Fractal,Noise,1.3934
Silence,Order,Power,1.0099
Time,Beauty,Death,3.1961
Light,Power,Energy,1.3939
Soul,Life,Truth,4.1859
Logic,Beauty,Chaos,1.9535
Void,Soul,Truth,4.3699
Mind,Power,Geometry,1.6173
Space,Beauty,Power,1.0820
Mind,Power,Geometry,1.6173
Void,Logic,Death,4.1526
Logic,Power,Geometry,1.5978
Silence,Death,Chaos,3.1617
Mind,Space,Power,1.1365
Gravity,Death,Beauty,3.9932
Power,Time,Space,1.3780
Fractal,Death,Beauty,3.5782
Gravity,Logic,Death,2.9788
Order,Matter,Power,4.3348
Chaos,Void,Silence,1.9427
Mind,Entropy,Noise,2.8055
Void,Noise,Power,0.9708
Noise,Truth,Power,1.0711
Light,Space,Power,1.0853
Energy,Beauty,Power,0.9117
Truth,Logic,Power,1.0549
Silence,Noise,Chaos,1.9672
Void,Truth,Noise,1.7162
Death,Matter,Power,1.3059
Void,Geometry,Noise,2.4969
Logic,Silence,Chaos,2.5902
Logic,Silence,Chaos,2.5902
Truth,Entropy,Death,4.3601
Fractal,Gravity,Time,3.7406
Gravity,Beauty,Death,3.5245
Space,Matter,Power,1.1011
Soul,Power,Chaos,1.6612
Truth,Entropy,Death,4.3601
Truth,Power,Space,1.3902
Silence,Truth,Power,1.0216
Time,Light,Power,1.0485
Time,Entropy,Death,4.0825
Order,Darkness,Noise,1.5727
Entropy,Logic,Power,1.0247
Silence,Chaos,Beauty,4.2702
Fractal,Darkness,Power,1.1389
Chaos,Geometry,Power,1.0226
Darkness,Logic,Power,1.5036
Life,Noise,Power,1.0248
Time,Void,Chaos,2.2649
Gravity,Entropy,Time,4.2145
Void,Soul,Truth,4.3699
Soul,Noise,Power,1.3820
Light,Space,Power,1.0853
Light,Mind,Power,1.2578
Death,Soul,Power,0.9767
Darkness,Logic,Power,1.5036
Truth,Mind,Power,1.4494
Logic,Gravity,Death,2.9788
Mind,Light,Power,1.2578
Soul,Matter,Truth,4.3716
Space,Truth,Power,0.8807
Power,Noise,Energy,1.3907
Mind,Time,Noise,2.0089
Darkness,Geometry,Noise,1.3489
Space,Light,Power,1.0853
Mind,Power,Geometry,1.6173
Chaos,Space,Power,0.7193
Mind,Geometry,Power,1.0250
Mind,Life,Truth,4.3713
Order,Energy,Power,1.3437
Truth,Void,Noise,1.7162
Gravity,Time,Fractal,3.7357
Gravity,Entropy,Time,4.2145
Logic,Geometry,Power,1.0082
Matter,Space,Power,1.1011
Power,Entropy,Space,1.3973
Darkness,Void,Noise,1.3777
Life,Mind,Truth,4.3713
Fractal,Time,Gravity,3.7435
Light,Void,Power,0.9016
Silence,Energy,Power,1.0289
Silence,Gravity,Chaos,4.2996
Space,Fractal,Power,0.7837
Power,Death,Energy,1.4392
Fractal,Logic,Death,3.9505
Power,Chaos,Space,1.4065
Beauty,Time,Death,3.1961
Noise,Truth,Power,1.0711
Order,Matter,Power,4.3348
Order,Space,Power,1.2000
Time,Life,Power,0.9508
Soul,Order,Light,1.7689
Chaos,Soul,Power,3.3116
Geometry,Mind,Power,1.0250
Order,Silence,Power,1.0099
Chaos,Space,Power,0.7193
Beauty,Darkness,Power,1.0649
Beauty,Truth,Power,1.1380
Light,Entropy,Power,1.0597
Order,Energy,Power,1.3437
Time,Fractal,Gravity,3.7435
Matter,Chaos,Silence,1.3590
Fractal,Chaos,Gravity,3.9789
Geometry,Light,Power,1.0509
Truth,Space,Power,0.8807
Darkness,Void,Noise,1.3777
Death,Darkness,Silence,1.2488
Darkness,Energy,Power,1.3198
Death,Gravity,Beauty,3.9932
Geometry,Logic,Power,1.0082
Matter,Life,Truth,4.3647
Geometry,Space,Power,1.0623
Power,Energy,Space,1.5816
Entropy,Life,Power,0.7669
Geometry,Logic,Power,1.0082
Time,Beauty,Death,3.1961
Time,Gravity,Fractal,3.7357
Power,Fractal,Chaos,1.5892
Energy,Silence,Power,1.0289
Gravity,Space,Power,0.8553
Space,Order,Power,1.2000
Space,Chaos,Power,0.7193
Death,Void,Silence,1.8691
Soul,Entropy,Truth,3.3272
Order,Soul,Light,1.7689
Mind,Light,Power,1.2578
Chaos,Time,Gravity,4.1501
Darkness,Soul,Power,1.1775
Light,Soul,Power,1.0254
Entropy,Power,Space,1.3973
Noise,Matter,Power,0.7258
Power,Silence,Energy,1.3954
Truth,Chaos,Power,1.1487
Life,Entropy,Power,0.7669
Darkness,Noise,Power,1.0237
Truth,Gravity,Power,1.3611
Power,Order,Energy,1.4731
Space,Silence,Power,1.0063
Death,Silence,Chaos,3.1617
Chaos,Darkness,Power,0.8423
Light,Time,Power,1.0485
Darkness,Chaos,Power,0.8423
Beauty,Soul,Power,1.5116
Soul,Mind,Truth,4.3714
Darkness,Beauty,Power,1.0649
Soul,Order,Light,1.7689
Gravity,Time,Fractal,3.7357
Order,Void,Chaos,2.6251
Light,Darkness,Power,1.0422
Power,Darkness,Space,1.4405
Light,Mind,Power,1.2578
Silence,Void,Death,2.0930
Space,Truth,Power,0.8807
Void,Death,Silence,1.8691
Logic,Entropy,Power,1.0247
Matter,Fractal,Death,3.1484
Light,Energy,Power,0.7707
Soul,Energy,Truth,3.2747
Silence,Light,Power,1.0243
Death,Light,Power,1.0841
Soul,Darkness,Power,1.1775
Geometry,Time,Power,1.3173
Entropy,Silence,Power,1.0313
Matter,Entropy,Power,1.0246
Noise,Power,Energy,1.3907
Life,Geometry,Noise,2.4273
Time,Logic,Silence,2.9283
Logic,Gravity,Death,2.9788
Gravity,Beauty,Death,3.5245
Entropy,Life,Power,0.7669
Space,Beauty,Power,1.0820
Fractal,Logic,Death,3.9505
Fractal,Noise,Death,2.2315
Matter,Chaos,Silence,1.3590
Energy,Silence,Power,1.0289
Gravity,Entropy,Time,4.2145
Truth,Order,Silence,2.2738
Power,Matter,Geometry,1.5908
Life,Logic,Truth,4.3725
Fractal,Matter,Death,3.1484
Truth,Space,Power,0.8807
Geometry,Truth,Noise,1.4314
Death,Energy,Power,1.2735
Silence,Darkness,Power,1.0949
Fractal,Space,Power,0.7837
Mind,Void,Truth,4.3523
Logic,Silence,Chaos,2.5902
Order,Beauty,Power,2.9475
Geometry,Void,Noise,2.4969
Void,Power,Geometry,1.6482
Chaos,Life,Power,0.7531
Time,Entropy,Death,4.0825
Energy,Matter,Truth,3.2528
Death,Gravity,Beauty,3.9932
Space,Death,Power,1.0233
Chaos,Energy,Power,1.0250
Death,Geometry,Silence,1.4695
Gravity,Silence,Chaos,4.2996
Fractal,Space,Power,0.7837
Gravity,Space,Power,0.8553
Death,Mind,Noise,2.4772
Mind,Void,Truth,4.3523
Power,Chaos,Space,1.4065
Chaos,Logic,Silence,2.4779
Darkness,Order,Noise,1.5727
Soul,Darkness,Power,1.1775
Energy,Matter,Truth,3.2528
Mind,Logic,Truth,4.2502
Soul,Death,Power,0.9767
Chaos,Space,Power,0.7193
Light,Truth,Power,1.1572
Gravity,Energy,Power,1.3365
Gravity,Energy,Power,1.3365
Darkness,Logic,Power,1.5036
Beauty,Fractal,Death,2.9919
Power,Fractal,Chaos,1.5892
Void,Energy,Entropy,3.9529
Darkness,Beauty,Power,1.0649
Gravity,Light,Power,1.0245
Time,Order,Noise,1.4427
Matter,Logic,Time,4.0450
Power,Beauty,Energy,1.3926
Geometry,Gravity,Power,1.2557
Mind,Beauty,Death,2.1388
Death,Chaos,Silence,3.1158
Chaos,Darkness,Power,0.8423
Space,Time,Power,0.7401
Darkness,Space,Power,0.9519
Chaos,Darkness,Power,0.8423
Power,Gravity,Soul,1.8128
Time,Void,Chaos,2.2649
Death,Mind,Noise,2.4772
Life,Space,Power,0.9829
Time,Death,Beauty,4.2028
Death,Chaos,Silence,3.1158
Noise,Mind,Death,2.7087
Matter,Fractal,Death,3.1484
Energy,Gravity,Power,1.3365
Noise,Order,Power,0.7099
Beauty,Life,Power,1.0362
Darkness,Order,Noise,1.5727
Entropy,Matter,Power,1.0246
Truth,Gravity,Power,1.3611
Energy,Truth,Power,1.2269
Geometry,Matter,Power,1.0253
Space,Beauty,Power,1.0820
Light,Noise,Power,0.7088
Time,Gravity,Fractal,3.7357
Light,Soul,Power,1.0254
Noise,Gravity,Death,2.7163
Energy,Death,Power,1.2735
Mind,Life,Truth,4.3713
Soul,Mind,Truth,4.3714
Logic,Soul,Truth,4.3758
Death,Matter,Power,1.3059
Truth,Time,Entropy,4.3426
Matter,Logic,Time,4.0450
Soul,Geometry,Power,1.4558
Silence,Light,Power,1.0243
Energy,Order,Power,1.3437
Fractal,Chaos,Gravity,3.9789
Soul,Mind,Truth,4.3714
Soul,Energy,Truth,3.2747
Power,Beauty,Energy,1.3926
Truth,Logic,Power,1.0549
Entropy,Light,Power,1.0597
Logic,Matter,Time,4.0450
Noise,Darkness,Power,1.0237
Soul,Matter,Truth,4.3716
Space,Time,Power,0.7401
Entropy,Space,Power,0.9201
Order,Chaos,Power,1.0512
Noise,Space,Power,1.0252
Beauty,Truth,Power,1.1380
Entropy,Mind,Noise,2.8055
Power,Fractal,Chaos,1.5892
Light,Geometry,Power,1.0509
Logic,Beauty,Chaos,1.9535
Power,Gravity,Soul,1.8128
Chaos,Truth,Power,1.1487
Noise,Order,Power,0.7099
Soul,Beauty,Power,1.5116
Life,Chaos,Power,0.7531
Light,Matter,Power,4.3255
Death,Fractal,Beauty,3.5782
Order,Chaos,Power,1.0512
Life,Gravity,Chaos,1.8313
Life,Soul,Truth,4.1859
Logic,Death,Silence,2.0096
Beauty,Geometry,Power,1.3933
Entropy,Power,Space,1.3973
Void,Order,Chaos,2.6251
Mind,Logic,Truth,4.2502
Noise,Time,Death,1.9642
Life,Chaos,Power,0.7531
Darkness,Geometry,Noise,1.3489
Noise,Energy,Power,1.0066
Matter,Fractal,Death,3.1484
Soul,Mind,Truth,4.3714
Space,Logic,Power,1.1225
Space,Truth,Power,0.8807
Chaos,Power,Space,1.4065
Soul,Darkness,Power,1.1775
Chaos,Energy,Power,1.0250
Noise,Silence,Chaos,1.9672
Space,Logic,Power,1.1225
Fractal,Power,Chaos,1.5892
Energy,Logic,Truth,3.8355
Matter,Time,Silence,1.3840
Soul,Geometry,Power,1.4558
Soul,Light,Power,1.0254
Chaos,Mind,Power,1.0267
Light,Order,Chaos,4.1423
Space,Energy,Power,1.0709
Light,Soul,Power,1.0254
Mind,Energy,Truth,4.1981
Mind,Logic,Truth,4.2502
Fractal,Order,Noise,1.3934
Geometry,Logic,Power,1.0082
Power,Time,Space,1.3780
Space,Logic,Power,1.1225
Truth,Chaos,Power,1.1487
Fractal,Time,Gravity,3.7435
Time,Mind,Noise,2.0089
Mind,Matter,Truth,4.0707
Power,Light,Energy,1.3939
Death,Time,Beauty,4.2028
Life,Power,Chaos,1.5787
Beauty,Power,Energy,1.3926
Geometry,Order,Noise,1.6323
Darkness,Mind,Power,1.5329
Beauty,Silence,Chaos,2.7515
Matter,Entropy,Power,1.0246
Life,Time,Power,0.9508
Truth,Chaos,Power,1.1487
Order,Light,Chaos,4.1423
Logic,Beauty,Chaos,1.9535
Noise,Soul,Power,1.3820
Beauty,Light,Power,2.6510
Truth,Space,Power,0.8807
Beauty,Order,Power,2.9475
Beauty,Death,Gravity,2.5503
Entropy,Fractal,Gravity,3.3061
Fractal,Gravity,Time,3.7406
Order,Beauty,Power,2.9475
Power,Void,Geometry,1.6482
Gravity,Matter,Death,1.3929
Gravity,Beauty,Death,3.5245
Darkness,Order,Noise,1.5727
Time,Geometry,Power,1.3173
Mind,Beauty,Death,2.1388
Death,Matter,Power,1.3059
Fractal,Soul,Truth,4.0839
Beauty,Logic,Chaos,1.9535
Life,Logic,Truth,4.3725
Geometry,Space,Power,1.0623
Matter,Silence,Power,1.4272
Order,Time,Noise,1.4427
Power,Beauty,Energy,1.3926
Light,Gravity,Power,1.0245
Space,Gravity,Power,0.8553
Silence,Noise,Chaos,1.9672
Fractal,Light,Power,1.0272
Mind,Life,Truth,4.3713
Noise,Space,Power,1.0252
Void,Power,Geometry,1.6482
Life,Truth,Power,1.1495
Energy,Fractal,Death,2.3485
Logic,Gravity,Death,2.9788
Silence,Logic,Chaos,2.5902
Life,Logic,Truth,4.3725
Void,Mind,Truth,4.3523
Time,Light,Power,1.0485
Entropy,Logic,Power,1.0247
Power,Logic,Geometry,1.5978
Life,Geometry,Noise,2.4273
Energy,Gravity,Power,1.3365
Truth,Death,Entropy,4.3976
Darkness,Geometry,Noise,1.3489
Silence,Death,Chaos,3.1617
Matter,Light,Power,4.3255
Fractal,Mind,Death,3.9623
Order,Energy,Power,1.3437
Void,Chaos,Silence,1.9427
Logic,Fractal,Death,3.9505
Life,Beauty,Power,1.0362
Truth,Entropy,Death,4.3601
Truth,Geometry,Noise,1.4314
Chaos,Gravity,Fractal,4.0090
Gravity,Noise,Death,2.7163
Order,Geometry,Noise,1.6323
Logic,Death,Silence,2.0096
Darkness,Light,Power,1.0422
Time,Energy,Power,1.0880
Gravity,Order,Noise,1.5942
Matter,Life,Truth,4.3647
Void,Fractal,Death,4.0722
Entropy,Mind,Noise,2.8055
Void,Beauty,Chaos,1.4597
Logic,Death,Silence,2.0096
Geometry,Gravity,Power,1.2557
Void,Energy,Entropy,3.9529
Geometry,Fractal,Power,1.1557
Truth,Energy,Power,1.2269
Gravity,Energy,Power,1.3365
Time,Logic,Silence,2.9283
Soul,Death,Power,0.9767
Geometry,Time,Power,1.3173
Geometry,Silence,Noise,1.5584
Fractal,Darkness,Power,1.1389
Matter,Beauty,Chaos,2.6797
Soul,Gravity,Chaos,4.3995
Soul,Entropy,Truth,3.3272
Entropy,Order,Light,2.1936
Energy,Soul,Truth,3.2747
Logic,Power,Geometry,1.5978
Gravity,Energy,Power,1.3365
Power,Chaos,Space,1.4065
Gravity,Void,Chaos,2.2528
Life,Light,Power,1.0357
Time,Entropy,Death,4.0825
Void,Silence,Death,2.0930
Chaos,Energy,Power,1.0250
Entropy,Soul,Truth,3.3272
Void,Geometry,Noise,2.4969
Space,Darkness,Power,0.9519
Death,Logic,Silence,2.0096
Void,Soul,Truth,4.3699
Chaos,Energy,Power,1.0250
Truth,Soul,Power,1.1040
Time,Logic,Silence,2.9283
Matter,Chaos,Silence,1.3590
Energy,Gravity,Power,1.3365
Gravity,Silence,Chaos,4.2996
Entropy,Soul,Truth,3.3272
Death,Noise,Beauty,2.4102
Noise,Power,Energy,1.3907
Silence,Darkness,Power,1.0949
Soul,Darkness,Power,1.1775
Gravity,Life,Chaos,1.8313
Geometry,Entropy,Light,1.7234
Death,Geometry,Silence,1.4695
Soul,Time,Power,2.5748
Truth,Life,Power,1.1495
Order,Void,Chaos,2.6251
Mind,Soul,Truth,4.3714
Death,Silence,Chaos,3.1617
Light,Darkness,Power,1.0422
Fractal,Energy,Death,2.3485
Noise,Silence,Chaos,1.9672
Gravity,Silence,Chaos,4.2996
Darkness,Beauty,Power,1.0649
Soul,Void,Truth,4.3699
Life,Energy,Truth,4.0831
Fractal,Void,Death,4.0722
Light,Geometry,Power,1.0509
Soul,Logic,Truth,4.3758
Order,Gravity,Noise,1.5942
Beauty,Mind,Death,2.1388
Logic,Entropy,Power,1.0247
Silence,Fractal,Chaos,4.1523
Geometry,Chaos,Power,1.0226
Soul,Darkness,Power,1.1775
Time,Mind,Noise,2.0089
Void,Order,Chaos,2.6251
Mind,Entropy,Noise,2.8055
Mind,Fractal,Death,3.9623
Soul,Entropy,Truth,3.3272
Fractal,Void,Death,4.0722
Space,Fractal,Power,0.7837
Time,Geometry,Power,1.3173
Silence,Gravity,Chaos,4.2996
Energy,Mind,Truth,4.1981
Light,Fractal,Power,1.0272
Power,Noise,Energy,1.3907
Entropy,Soul,Truth,3.3272
Noise,Chaos,Silence,3.1409
Order,Death,Noise,2.6193
Space,Silence,Power,1.0063
Darkness,Death,Silence,1.2488
Power,Geometry,Energy,1.4171
Noise,Life,Power,1.0248
Order,Life,Noise,1.0042
Void,Silence,Death,2.0930
Silence,Space,Power,1.0063
Power,Beauty,Energy,1.3926
Order,Energy,Power,1.3437
Noise,Geometry,Power,1.0246
Noise,Order,Power,0.7099
Beauty,Darkness,Power,1.0649
Silence,Beauty,Chaos,2.7515
Noise,Logic,Power,0.8736
Chaos,Life,Power,0.7531
Chaos,Beauty,Silence,2.6342
Gravity,Space,Power,0.8553
Power,Life,Chaos,1.5787
Darkness,Geometry,Noise,1.3489
Life,Gravity,Chaos,1.8313
Chaos,Death,Silence,3.1158
Space,Mind,Power,1.1365
Death,Mind,Noise,2.4772
Soul,Beauty,Power,1.5116
Beauty,Void,Chaos,1.4597
Death,Geometry,Silence,1.4695
Void,Entropy,Power,1.0247
Entropy,Life,Power,0.7669
Space,Chaos,Power,0.7193
Chaos,Gravity,Fractal,4.0090
Matter,Death,Power,1.3059
Space,Silence,Power,1.0063
Space,Death,Power,1.0233
Soul,Truth,Power,1.1040
Truth,Death,Entropy,4.3976
Geometry,Light,Power,1.0509
Geometry,Soul,Power,1.4558
Life,Fractal,Truth,3.9896
